"","vessel_name"
"1227","Esmeralda"
"1228","Esmeralda I"
"1229","Espana"
"1230","Espe"
"1231","Espenis"
"1232","Este"
"1233","Este Submerger I"
"1234","Este Submerger II"
"1235","Esteclipper"
"1236","Esther"
"1237","Esther del Mar"
"1238","Estrella"
"1239","Eugeniusz Kwiatkowski"
"1240","Euro-Florida"
"1241","Euro-Louisiana"
"1242","Euro-Louisiana"
"1243","Euro-Mexico"
"1244","Euro-Texas"
"1245","Europa"
"1246","European Senator"
"1247","Eva de Mar"
"1248","Evangelia II"
"1249","Evangelistas"
"1250","Ever Better"
"1251","Ever Breeze"
"1252","Ever Bridge"
"1253","Ever Gaining"
"1254","Ever Gallant"
"1255","Ever Garden"
"1256","Ever Garland"
"1257","Ever Gather"
"1258","Ever General"
"1259","Ever Genius"
"1260","Ever Gentle"
"1261","Ever Gentry"
"1262","Ever Giant"
"1263","Ever Gifted"
"1264","Ever Given"
"1265","Ever Glamour"
"1266","Ever Gleamy"
"1267","Ever Gleeful"
"1268","Ever Globe"
"1269","Ever Glory"
"1270","Ever Glowing"
"1271","Ever Going"
"1272","Ever Golden"
"1273","Ever Goods"
"1274","Ever Govern"
"1275","Ever Grace"
"1276","Ever Grade"
"1277","Ever Grand"
"1278","Ever Greet"
"1279","Ever Group"
"1280","Ever Growth"
"1281","Ever Guard"
"1282","Ever Guest"
"1283","Ever Guide"
"1284","Ever Joy"
"1285","Ever Laurel"
"1286","Ever Level"
"1287","Ever Linking"
"1288","Ever Living"
"1289","Ever Loading"
"1290","Ever Lyric"
"1291","Ever Oasis"
"1292","Ever Obtain"
"1293","Ever Ocean"
"1294","Ever Onward"
"1295","Ever Order"
"1296","Ever Orient"
"1297","Ever Trust"
"1298","Ever Valor"
"1299","Ever Value"
"1300","Ever Vigor"
"1301","Ever Vital"
"1302","Excellence Container"
"1303","Explorer"
"1304","Export Champion"
"1305","Export Freedom"
"1306","Export Patriot"
"1307","Express Feeder"
"1308","Exxtor I"
"1309","Eyrarfoss"
"1310","Ezz-Eldin Refaat"
"1311","EAL Diamond"
"1312","EAL Ruby"
"1313","EAL Sapphire"
"1314","EMTC Lusitania"
"1315","ER Brussel"
"1316","EWL Curacao"
"1317","EWL Guyana"
"1318","EWL Paramaribo"
"1319","Fagaras"
"1320","Faget"
"1321","Fahrland"
"1322","Fair Spirit"
"1323","Fairbridge"
"1324","Faircosmos"
"1325","Fairunion"
"1326","Faith"
"1327","Falciu"
"1328","Falcon"
"1329","Falcon Arrow"
"1330","Falkenstein"
"1331","Falkon"
"1332","Falstria"
"1333","Family Ace"
"1334","Far East Bridge"
"1335","Far East Navee"
"1336","Fara Mendy"
"1337","Fareast Brilliant"
"1338","Fareast Cheer"
"1339","Fareast Faith"
"1340","Fareast Victor"
"1341","Farona"
"1342","Faros"
"1343","Faroy"
"1344","Fast Carrier"
"1345","Fast Egypt"
"1346","Fast Three"
"1347","Fathulkhair"
"1348","Fatima"
"1349","Faurei"
"1350","Federal Agno"
"1351","Federal Calumnet"
"1352","Federal Danube"
"1353","Federal Fuji"
"1354","Federal Hudson"
"1355","Federal Huron"
"1356","Federal Mass"
"1357","Federal Ottawa"
"1358","Federal Polaris"
"1359","Federal Rhine"
"1360","Federal Saguenay"
"1361","Federal Schelde"
"1362","Federal St Clair"
"1363","Federal St Laurent"
"1364","Federal Thames"
"1365","Feeder Uno"
"1366","Feleac"
"1367","Felix"
"1368","Fen He"
"1369","Feng An Shan"
"1370","Feng Kang Shan"
"1371","Feng Shun Shan"
"1372","Fenicia"
"1373","Fennia"
"1374","Fenway"
"1375","Fernandina"
"1376","Fernando Pessoa"
"1377","Fernandoeverett"
"1378","Fernao Gomez"
"1379","Ferrymar I"
"1380","Fichtelberg"
"1381","Fierbinti"
"1382","Fiesta"
"1383","Filaos"
"1384","Filaret"
"1385","Filiasi"
"1386","Filioara"
"1387","Filipesti"
"1388","Filon"
"1389","Finlandia"
"1390","Finnarctis"
"1391","Finnelm"
"1392","Finnfalcon"
"1393","Finnfellow"
"1394","Finnmerchant"
"1395","Finnosk"
"1396","finntrader"
"1397","Finnwhale"
"1398","Fintinele"
"1399","Fionia"
"1400","Firizia"
"1401","Fjordveien"
"1402","Flag Maria"
"1403","Flamares"
"1404","Flamboyant"
"1405","Flamengo"
"1406","Flamingo"
"1407","Flaminia"
"1408","Flavia I"
"1409","Fleesensee"
"1410","Fliegerkosmonaut der DDR Sigmund Jahn"
"1411","Flinders Bay"
"1412","Flipper"
"1413","Flora"
"1414","Florenz"
"1415","Floresti"
"1416","Florida Star"
"1417","Flying Eagle"
"1418","Focsani"
"1419","Foisor"
"1420","Folga"
"1421","Fong Yun"
"1422","Forest Link"
"1423","Formosa"
"1424","Fort Desaix"
"1425","Fort Fleur d'Epee"
"1426","Fort Royal"
"1427","Fort Saint Charles"
"1428","Fortaleza"
"1429","Forthbank"
"1430","Forum Micronesia"
"1431","Forum New Zealand II"
"1432","Forum Samoa"
"1433","Francesca"
"1434","Francisco Franco"
"1435","Franciszek Zubrzycki"
"1436","Francois LD"
"1437","Francop"
"1438","Franina"
"1439","Frank H Brown"
"1440","Frank Pais"
"1441","Frank Paisncarrier I"
"1442","Frankfurt Express"
"1443","Frankfurt/Oder"
"1444","Frasin"
"1445","Frasinet"
"1446","Fratzis"
"1447","Freccia Dell' Ouest"
"1448","Fredro"
"1449","Freesia"
"1450","Freital"
"1451","Fremantle Bridge"
"1452","Fremantle Express"
"1453","Fremo Scorpius"
"1454","Fremo Sirius"
"1455","Frey"
"1456","Freyburg"
"1457","Frisia 1"
"1458","Frotadurban"
"1459","Frotamanila"
"1460","Frotario"
"1461","Frotasantos"
"1462","Frotasingapose"
"1463","Frunzanesti"
"1464","Fu Chun"
"1465","Fu Niu Shan"
"1466","Fu Shun Cheng"
"1467","Fu Yu Shan"
"1468","Fu Yuan"
"1469","Fu Yuan Shan"
"1470","Fua Kavenga"
"1471","Fuensante del Mar"
"1472","Fuldatal"
"1473","Fulmarus"
"1474","Fundeni"
"1475","Future Hope"
"1476","Fyodor Petrov"
"1477","G&C Admiral"
"1478","Gabon"
"1479","Gabriele Wehr"
"1480","Gacka"
"1481","Gala del Mar"
"1482","Galatee"
"1483","Galia"
"1484","Gallant Pioneer"
"1485","Galveston Bay"
"1486","Galway Bay"
"1487","Gama"
"1488","Gama"
"1489","Gamzat Tsadasa"
"1490","Gan Jiang"
"1491","Ganda Perkasa"
"1492","Ganda Satria"
"1493","Ganvie"
"1494","Gao Cheng"
"1495","Garyounis"
"1496","Gasikara"
"1497","Gaspar Vas"
"1498","Gedaref"
"1499","General de Miranda"
"1500","General Fr Kleeberg"
"1501","General Gorbatov"
"1502","General Manuel Belgrano"
"1503","General Salom"
"1504","General Stanisiaw Poplawski"
"1505","General Urdaneta"
"1506","Genesis I"
"1507","George Lyras"
"1508","George Washington Bridge"
"1509","Georgly Piasetskiy"
"1510","Gerard LD"
"1511","Gerd Schepers"
"1512","Gerda Graebe"
"1513","Gerdt Oldendorff"
"1514","Gerlens"
"1515","Geroi Monkadly"
"1516","Geroi Panfolovtsy"
"1517","Gerona"
"1518","Geroro"
"1519","Ghadames"
"1520","Ghana Express"
"1521","Ghardaia"
"1522","Ghat"
"1523","Ghikas"
"1524","Gill"
"1525","Gina Goast"
"1526","Gina S"
"1527","Giorvas"
"1528","Giovanna S"
"1529","Gisela"
"1530","Gitta"
"1531","Giurgeni"
"1532","Glaciar Ameghino"
"1533","Glaciar Perito Moreno"
"1534","Glaciar Viedma"
"1535","Glauchau"
"1536","Gleichberg"
"1537","Global Challenger"
"1538","Global Express No3"
"1539","Global Progress"
"1540","Global Strider"
"1541","Global Success"
"1542","Global Emerald"
"1543","Globe Trader"
"1544","Gloria"
"1545","Gloria del Mar"
"1546","Gloria Peak"
"1547","Glorious Ocean"
"1548","Glory Ace"
"1549","Glory Container"
"1550","Glory Ocean"
"1551","Godewind"
"1552","Godwit"
"1553","Gold Alisa"
"1554","Gold Asia"
"1555","Gold Future"
"1556","Gold Hilla"
"1557","Gold Orli"
"1558","Gold State 3"
"1559","Gold Varda"
"1560","Golden Gate Bridge"
"1561","Golden Harvest"
"1562","Golden Isle"
"1563","Golfo de Chiriqui"
"1564","Golfo de Uraba"
"1565","Gongola Hope"
"1566","Good Explorer"
"1567","Good Faith"
"1568","Good Leader"
"1569","Gorj"
"1570","Gorum"
"1571","Gostinu"
"1572","Gothia"
"1573","Gotlandia"
"1574","Govara"
"1575","Gowa"
"1576","Gracechurch Crown"
"1577","Gracechurch Harp"
"1578","Gracechurch Star"
"1579","Gracia del Mar"
"1580","Gradistea"
"1581","Great Concert"
"1582","Great Land"
"1583","Great Universe"
"1584","Green Island"
"1585","Green Valley"
"1586","Greenwich"
"1587","Grena"
"1588","Grenada"
"1589","Gretke Oldendorff"
"1590","Grigorios C IV"
"1591","Grigoriy Petrenko"
"1592","Grimsnis"
"1593","Grivita"
"1594","Groden"
"1595","Gruia"
"1596","Grunnvaag"
"1597","Gu Bei Kou"
"1598","Gu Cheng"
"1599","Guadalquivir"
"1600","Guadalupe"
"1601","Guan He Kou"
"1602","Guang He"
"1603","Guarico"
"1604","Guayama"
"1605","Gudrun Danielsen"
"1606","Guevara"
"1607","Gulf Princess"
"1608","Gulf Speed"
"1609","Gulf Spirit"
"1610","Gulf Stream"
"1611","Gur Maiden"
"1612","Gute"
"1613","Guyane"
"1614","GF 262"
"1615","GF 264"
"1616","GF 265"
"1617","GME Atlantico"
"1618","H Cegielski"
"1619","Hae Woo No2"
"1620","Hae Woo No3"
"1621","Haewoo Frontier"
"1622","Hagieni"
"1623","Hai Guang"
"1624","Hai Hing"
"1625","Hai Hua"
"1626","Hai Hua"
"1627","Hai Hui"
"1628","Hai Lee"
"1629","Hai Meng"
"1630","Hai Soong"
"1631","Hai Xiong"
"1632","Hai Ying"
"1633","Hakata"
"1634","Hakata Maru"
"1635","Hakone Maru"
"1636","Hakuba Maru"
"1637","Hakusan II"
"1638","Halberstadt"
"1639","Haleakala"
"1640","Halina"
"1641","Halldor"
"1642","Halle"
"1643","Hallstavik"
"1644","Hallvard"
"1645","Hamburg Express"
"1646","Han Jiang He"
"1647","Han Shui He"
"1648","Han Tao He"
"1649","Han Zhong He"
"1650","Hangang Glory"
"1651","Hanjin Busan"
"1652","Hanjin Cheju"
"1653","Hanjin Chungmu"
"1654","Hanjin HongKong"
"1655","Hanjin Keelung"
"1656","Hanjin Kobe"
"1657","Hanjin Kunsan"
"1658","Hanjin Kwangyang"
"1659","Hanjin Le Havre"
"1660","Hanjin Long Beach"
"1661","Hanjin Masan"
"1662","Hanjin Mokpo"
"1663","Hanjin New York"
"1664","Hanjin Oakland"
"1665","Hanjin Pohang"
"1666","Hanjin Rotterdam"
"1667","Hanjin Savannah"
"1668","Hanjin Seattle"
"1669","Hanjin Seoul"
"1670","Hanjin Tonghae"
"1671","Hanjin Yokohama"
"1672","Hanjin Yosu"
"1673","Hanne Bakke"
"1674","Hans Leonhardt"
"1675","Hansa Bremen"
"1676","Hansa Carrier"
"1677","Hansa Kalmar"
"1678","Hansa Lubeck"
"1679","Hansa Riga"
"1680","Hansa Visby"
"1681","Hapag-Lloyd Amazonas"
"1682","Hapag-Lloyd Brasil"
"1683","Happiness III"
"1684","Happy Buccaneer"
"1685","Happy Chance"
"1686","Harbour Bridge"
"1687","Harefield"
"1688","Harmac Dawn"
"1689","Harmony"
"1690","Harrier"
"1691","Harry Pollit"
"1692","Haskerland"
"1693","Hateg"
"1694","Hau Giang"
"1695","Havelland"
"1696","Hawaii Trader"
"1697","Hawaiin Rainbow"
"1698","Hawk Arrow"
"1699","Hayakawa Maru"
"1700","Hayakita Maru"
"1701","Hazelbank"
"1702","He Lan Shan"
"1703","Hebe"
"1704","Heemskerck"
"1705","Heemskerkgracht"
"1706","Heerengracht"
"1707","Heidelberg Express"
"1708","Heike Lehmann"
"1709","Heina"
"1710","Heino"
"1711","Heinrich Behrmann"
"1712","Heinrich Heine"
"1713","Heinrich S"
"1714","Helen"
"1715","Helena Hasmann"
"1716","Helene"
"1717","Helene Waller"
"1718","Helgafell"
"1719","Helix"
"1720","Hellenic Carrier"
"1721","Hellenic Challenger"
"1722","Hellenic Destiny"
"1723","Hellenic Splendour"
"1724","Helmut Hermann"
"1725","Heng Shan"
"1726","Hennigsdorf"
"1727","Henrique Leaf"
"1728","Henry Hudson Bridge"
"1729","Henry Stahl"
"1730","Herceg-Novi"
"1731","Herdah"
"1732","Herfah"
"1733","Herm Schepers"
"1734","Herman Bodewes"
"1735","Hermanos Carcamo"
"1736","Hermes Ace"
"1737","Hermion"
"1738","Heroj Kosia Stamenkovic"
"1739","Heroj Paic"
"1740","Heroj Senjanovic"
"1741","Hersing"
"1742","Herwang"
"1743","Hettstedt"
"1744","Hikawa II"
"1745","Hilda Isabel"
"1746","Hilde del Mar"
"1747","Himalaya Maru"
"1748","Hinden"
"1749","Hing Son"
"1750","Hinsun"
"1751","Hipomar"
"1752","Hira II"
"1753","Hocchst Express"
"1754","Hoegh Banniere"
"1755","Hoegh Cairn"
"1756","Hoegh Clipper"
"1757","Hoegh Dene"
"1758","Hoegh Drake"
"1759","Hoegh Duke"
"1760","Hoegh Dyke"
"1761","Hoegh Marlin"
"1762","Hoegh Mascot"
"1763","Hoegh Minerva"
"1764","Hoegh Miranda"
"1765","Hokuo Maru"
"1766","Holcan Maas"
"1767","Molcan Rijn"
"1768","Holger"
"1769","Holstencarrier"
"1770","Holestenracer"
"1771","Hon Chun"
"1772","Hong He Kou"
"1773","Hong Hwa"
"1774","Hongkong Container"
"1775","Hongkong Express"
"1776","Hongkong Senator"
"1777","Honmoko Maru"
"1778","Hoogen"
"1779","Hope Bay"
"1780","Horda"
"1781","Horezu"
"1782","Hornbaltic"
"1783","Hornburg"
"1784","Horngulf"
"1785","Hornstar"
"1786","Hornwind"
"1787","Hosei Maru No 8"
"1788","Houtmangracht"
"1789","Hove"
"1790","Howell Lykes"
"1791","Hreljin"
"1792","Hua Jia"
"1793","Hua Jiang"
"1794","Hua Kang He"
"1795","Hua Li He"
"1796","Hua Ning He"
"1797","Hua Qing He"
"1798","Hua Qiong"
"1799","Hua Sha"
"1800","Hua Shan"
"1801","Hua Sheng"
"1802","Hua Shun He"
"1803","Hua Tai He"
"1804","Hua Tuo"
"1805","Hua Ying"
"1806","Hua Yuan Kou"
"1807","Hual Ji He"
"1808","Hual Yuan He"
"1809","Hual Yuan He"
"1810","Hual Angelita"
"1811","Hual Carmencita"
"1812","Hual Favorita"
"1813","Hual Ingrita"
"1814","Hual Karinita"
"1815","Hual Lisita"
"1816","Hual Margarita"
"1817","Hual Rolita"
"1818","Hual Tracer"
"1819","Hual Trader"
"1820","Hual Transporter"
"1821","Hual Trapper"
"1822","Hual Traveller"
"1823","Hual Tribute"
"1824","Hual Trotter"
"1825","Huan Jiang"
"1826","Huang Shan"
"1827","Hue Lu"
"1828","Hugo Oldendorff"
"1829","Hui He"
"1830","Hui Hua"
"1831","Humacao"
"1832","Humber Bridge"
"1833","Humboldt Express"
"1834","Humulesti"
"1835","Husi"
"1836","Hvassafell"
"1837","Hwapyung Namjin"
"1838","Hybur Clipper"
"1839","Hybur Intrepid"
"1840","Hybur Trader"
"1841","Hyderabad"
"1842","Hyundai Challenger"
"1843","Hyundai Commander"
"1844","Hyundai Explorer"
"1845","Hyundai Innovator"
"1846","Hyundai No 11"
"1847","Hyundai No 14"
"1848","Hyundai No 15"
"1849","Hyundai No 16"
"1850","Hyundai No 17"
"1851","Hyundai Pioneer"
"1852","Iberian Express"
"1853","Ibio"
"1854","Ibis Arrow"
"1855","Ibn Abdoun"
"1856","Ibn Al-Atheer"
"1857","Ibn Al-Heitham"
"1858","Ibn Al-Moataz"
"1859","Ibn Al-Nafees"
"1860","Ibn Al-Roomi"
"1861","Ibn Bassam"
"1862","Ibn Majid"
"1863","Ibn Malik"
"1864","Ibn Qutaibah"
"1865","Ibn Shuhaid"
"1866","Ibn Sina"
"1867","Ibone"
"1868","Ibrahim Baybora"
"1869","Igarka"
"1870","Igor Grabar"
"1871","Ikan Bills"
"1872","Ikan Talang"
"1873","Ikan Tamban"
"1874","Ikan Tenggiri"
"1875","Ilaria"
"1876","Ile de la Reunion"
"1877","Ile de France"
"1878","Ile Maurice"
"1879","Ilfov"
"1880","Ilovik"
"1881","Ilse L"
"1882","Imperial"
"1883","Inagua Vielka"
"1884","Incotrans Pacific"
"1885","Independent Concept"
"1886","Independent Endeavour"
"1887","Independent Pursuit"
"1888","Independent Spirit"
"1889","Indian Express"
"1890","Indian Goodwill"
"1891","Indira Ghandi"
"1892","Indonesia Victory"
"1893","Induna"
"1894","Ines"
"1895","Inezgane"
"1896","Infanta"
"1897","Inger"
"1898","Ingrid Leonhardt"
"1899","Inisheer"
"1900","Inka Dede"
"1901","Inn"
"1902","Inna Wakili"
"1903","Innokentiy Kochnev"
"1904","Inowroclaw"
"1905","Inselsee"
"1906","Insulano"
"1907","Integra"
"1908","Integrity"
"1909","Inzhenier Bashkirov"
"1910","Inzhenier Kreylis"
"1911","Inzhenier Machulskiy"
"1912","Inzhenier Nechiporenko"
"1913","Inzhenier Plavinskiy"
"1914","Inzhenier Sukhorukov"
"1915","Inzhenier Yamburenko"
"1916","Inzhenier Yermoshkin"
"1917","Ionian Express"
"1918","Iran Adalat"
"1919","Iran Gheyamat"
"1920","Iran Kolahdooz"
"1921","Iran Mahallati"
"1922","Iran Nabuvat"
"1923","Iran Takhti"
"1924","Iran Teyfouri"
"1925","Iran Vahdat"
"1926","Irini"
"1927","Irisi"
"1928","Iron Arnhem"
"1929","Iron B"
"1930","Iron Kirby"
"1931","Iron Monarch"
"1932","Iron Prince"
"1933","Irving Forest"
"1934","Irving Timber"
"1935","Isla de la Plata"
"1936","Isla de Gran Canaria"
"1937","Isla de Palma"
"1938","Isla de Serpana"
"1939","Isla Baltra"
"1940","Isla Bartholome"
"1941","Isla Floreana"
"1942","Isla Gran Malvina"
"1943","Isla Salango"
"1944","Isla Santay"
"1945","Isla Soledad"
"1946","Islamabad"
"1947","Islander"
"1948","Islander"
"1949","Isnes"
"1950","Isnis"
"1951","Isola delle Perle"
"1952","Isola delle Stelle"
"1953","Istranka"
"1954","Istrian Express"
"1955","Itaite"
"1956","Italian Express"
"1957","Itanage"
"1958","Itapage"
"1959","Itape"
"1960","Itaquatia"
"1961","Itatinga"
"1962","Iva"
"1963","Ivan Chernykh"
"1964","Ivan Derbenyev"
"1965","Ivan Gorthon"
"1966","Ivan Koroteyev"
"1967","Ivan Kotlyarevskiy"
"1968","Ivan Moskalenko"
"1969","Ivan Pereverzev"
"1970","Ivan Rabchinskiy"
"1971","Ivan Shadr"
"1972","Ivan Zagubanski"
"1973","Ivangrad"
"1974","Ivybank"
"1975","Izvestiya"
"1976","Jacek Malczewski"
"1977","Jacqueline"
"1978","Jacqueville"
"1979","Jade Forest"
"1980","Jadran Express"
"1981","Jag Deesh"
"1982","Jag Dhir"
"1983","Jag Yamuna"
"1984","Jalabala"
"1985","Jalagodavari"
"1986","Jalagopal"
"1987","Jalagouri"
"1988","Jalagovind"
"1989","Jalamohan"
"1990","Jalamokambi"
"1991","Jalamoti"
"1992","Jalamudra"
"1993","Jalamurugan"
"1994","Jalatapi"
"1995","Jalayamini"
"1996","Jalisco"
"1997","Jalon"
"1998","James Lykes"
"1999","Jan Becker"
"2000","Jan Dulgosz"
"2001","Jan Kahrs"
"2002","Janika"
"2003","Janne Wehr"
"2004","Japan Alliance"
"2005","Japan Apollo"
"2006","Japan Sea"
"2007","Jaref"
"2008","Jaru Bhum"
"2009","Jean Lykes"
"2010","Jean LD"
"2011","Jebel Ali"
"2012","Jenlink"
"2013","Jenwel"
"2014","Jersey"
"2015","Jessica"
"2016","Jiafa"
"2017","Jian He"
"2018","Jian Zhen"
"2019","Jilfar"
"2020","Jin Cheng Jiang"
"2021","Jin Jiang"
"2022","Jin Shin"
"2023","Jin Xiang"
"2024","Jing He"
"2025","Joana"
"2026","Joana Bonita"
"2027","Joanna Borchard"
"2028","Joaquim Kapango"
"2029","Joh Gorthon"
"2030","Johan"
"2031","Johan II"
"2032","Johan III"
"2033","Johanngeorgenstadt"
"2034","John Bluhm"
"2035","John Lykes"
"2036","Johnny Two"
"2037","Johore Bridge"
"2038","Johstadt"
"2039","Joker"
"2040","Jokulfell"
"2041","Jola"
"2042","Jolly Amaranto"
"2043","Jolly Arancione"
"2044","Jolly Bianco"
"2045","Jolly Bruno"
"2046","Jolly Celeste"
"2047","Jolly Giallo"
"2048","Jolly Grigio"
"2049","Jolly Marrone"
"2050","Jolly Nero"
"2051","Jolly Rosso"
"2052","Jolly  Rubino"
"2053","Jolly Smeraldo"
"2054","Jolly Turchese"
"2055","Jolly Verde"
"2056","Jomsborg"
"2057","Jon Sanders"
"2058","Jork"
"2059","Jorn Dede"
"2060","Jorund"
"2061","Jose Antonio Echevarria"
"2062","Jose Olaya"
"2063","Joseph Lykes"
"2064","Jozef Chelmonski"
"2065","Jozef Conrad Korzeniowaski"
"2066","Jucar"
"2067","Judith Borchard"
"2068","Jugo Navigator"
"2069","Jugoagent"
"2070","Jujuy II"
"2071","Julia"
"2072","Julia del Mar"
"2073","Julio Antonio Mella"
"2074","Jumbo Callisto"
"2075","Juplter"
"2076","Juraj Dalmatinac"
"2077","Jurgen Wehr"
"2078","Jurina"
"2079","Justine"
"2080","Jutha Chanathip"
"2081","Jutha Malee"
"2082","Jutha Pariyanat"
"2083","Jutha Phasiri"
"2084","Jutlandia"
"2085","Jutta R"
"2086","Kaapgracht"
"2087","Kabirdas"
"2088","Kabuki"
"2089","Kaga"
"2090","Kaghan"
"2091","kagoro"
"2092","Kahira"
"2093","Kahleberg"
"2094","Kai Maru"
"2095","Kai Shun"
"2096","kaien"
"2097","Kaila"
"2098","Kaimoku"
"2099","Kairos"
"2100","Kairouan"
"2101","Kairyu 8"
"2102","Kale"
"2103","Kalidas"
"2104","Kalkara"
"2105","Kalmarsund"
"2106","Kalymnos"
"2107","Kamamura"
"2108","Kamilla"
"2109","Kamina"
"2110","Kamnik"
"2111","Kananga"
"2112","Kandalaksha"
"2113","Kang He"
"2114","Kapetan Lenoidas"
"2115","Kapetan Pavlovic"
"2116","Kapitan Artyukh"
"2117","Kapitan Babiyevskiy"
"2118","Kapitan Bakanov"
"2119","Kapitan Chukhchin"
"2120","Kapitan Danilkin"
"2121","Kapitan Gavrilov"
"2122","Kapitan Gnezdilov"
"2123","Kapitan Goncharov"
"2124","Kapitan Grishin"
"2125","Kapitan Kanevskiy"
"2126","Kapitan Kozlovskiy"
"2127","Kapitan Krems"
"2128","Kapitan Kud"
"2129","Kapitan kudj"
"2130","Kapitan Lyashenko"
"2131","Kapitan Man"
"2132","Kapitan Medvetskiy"
"2133","Kapitan Mezentsyev"
"2134","Kapitan Milovzorov"
"2135","Kapitan Sakharov"
"2136","Kapitan Sergiyevskiy"
"2137","Kapitan Silin"
"2138","Kapitan Smirnov"
"2139","Kapitan Sviridov"
"2140","Kapitan Tomson"
"2141","Kapitan Tsirul"
"2142","Kapitan V Ovodovskiy"
"2143","Kapitan V Trush"
"2144","Kapitan V Ushakov"
"2145","Kapitan Vaga"
"2146","Kapitan Voolens"
"2147","Kapitan Yakovlev"
"2148","Kapitan Necdet Or"
"2149","Karaman"
"2150","karaman"
"2151","Karayel 1"
"2152","Karen Winther"
"2153","Karin"
"2154","Karin S"
"2155","Karina"
"2156","Karina Bonita"
"2157","Karipande"
"2158","Karisma"
"2159","Kariyushi Okinawa"
"2160","Kari-Maru-Stadt"
"2161","Karlowicz"
"2162","Karos"
"2163","Karpathos"
"2164","Karthago"
"2165","Kas"
"2166","Kassantina"
"2167","kasuga I"
"2168","Kathe Wessels"
"2169","Katherine Borchard"
"2170","Katherine M"
"2171","Kathrine Sif"
"2172","Katrin"
"2173","Katrina Dracopoulos"
"2174","Katrine"
"2175","Kattrepel"
"2176","Kauai"
"2177","kayseri"
"2178","kazimierz Pulaski"
"2179","Kedma"
"2180","Keimar"
"2181","Keiy Kokeb"
"2182","Keizersgracht"
"2183","Kemah"
"2184","Kamal II"
"2185","Kenmare"
"2186","Kent Conqueror"
"2187","Kepui Meru"
"2188","Kerstin"
"2189","Kestrel"
"2190","Keta Lagoon"
"2191","Keumgang"
"2192","Keumgang Glory"
"2193","Khairpur"
"2194","Khaled Ibn Al Waleed"
"2195","Khartoum"
"2196","Khasan"
"2197","Khoms"
"2198","Khudozhnik Ioganson"
"2199","Khudozhnik Koryn"
"2200","Khudozhnik Nesterov"
"2201","Khudozhnik Nikolay Rerikh"
"2202","Khudozhnik Pakhomov"
"2203","Khudozhnik Pimenov"
"2204","Khudozhnik Prorokov"
"2205","Khudozhnik Repin"
"2206","Khudozhnik Romas"
"2207","Khudozhnik Saryan"
"2208","Khudozhnik Zhukov"
"2209","Kielgracht"
"2210","Kilis"
"2211","Kilitbahir"
"2212","Kilkenny"
"2213","Killarney"
"2214","Kingston"
"2215","Kintampo"
"2216","Kinzan Maru"
"2217","Kirk Star"
"2218","Kirk Trader"
"2219","Kirklareli"
"2220","Kiso"
"2221","Kiti Bhum"
"2222","Kiukiang Career"
"2223","Kiwi Arrow"
"2224","Klang Reefer"
"2225","Klippergracht"
"2226","Klondike"
"2227","Klosterfelde"
"2228","Knud Jespersen"
"2229","Koggegracht"
"2230","Kola"
"2231","Kolka"
"2232","Koln Atlantic"
"2233","Kolpino"
"2234","Kolpinsee"
"2235","Kompozitor Dargomyzhskiy"
"2236","Kompozitor Glinka"
"2237","Kompozitor Kara Karayev"
"2238","Kompozitor Mussorgskiy"
"2239","Kompozitor Novikov"
"2240","Kompozitor Rakmaninov"
"2241","Kompozitor Rimskiy Korsakov"
"2242","Komsomolsk"
"2243","Koningsgracht"
"2244","Konstantin Paustovskiy"
"2245","Konstantin Yuon"
"2246","Konya"
"2247","Koolinda"
"2248","Koper Express"
"2249","Koralle"
"2250","Korean Amber"
"2251","Korean Amethyst"
"2252","Korean Bridge"
"2253","Korean Express"
"2254","Korean Flower"
"2255","Korean Jade"
"2256","Korean Lifter"
"2257","Korean Loader"
"2258","Korean Master"
"2259","Korean Senator"
"2260","Korean Shipper"
"2261","Korkyra"
"2262","Kormoran"
"2263","Kornat"
"2264","Korola-S"
"2265","Korrigan"
"2266","Korsun-Shevchenkovskiy"
"2267","Kostroma"
"2268","Kota Abadi"
"2269","Kota Akbar"
"2270","Kota Alam"
"2271","Kota Bahagia"
"2272","Kota Bakti"
"2273","Kota Benar"
"2274","Kota Berani"
"2275","Kota Bintang"
"2276","Kota Ekspres"
"2277","Kota Fajar"
"2278","Kota Jaya"
"2279","Kota Machan"
"2280","Kota Maju"
"2281","Kota Makmur"
"2282","Kota Mawar"
"2283","Kota Melati"
"2284","Kota Mesra"
"2285","Kota Naga"
"2286","Kota Pusaka"
"2287","Kota Singa"
"2288","Kota Timur"
"2289","Kota Waruna"
"2290","Kota Wirama"
"2291","Kothen"
"2292","Kowloon Bay"
"2293","Krakow II"
"2294","Kranj"
"2295","Krasica"
"2296","Krasica I"
"2297","Krasnogvardeyets"
"2298","Kremenchug"
"2299","Kris Lemona"
"2300","Kristine"
"2301","Krk"
"2302","Ksar Chellala"
"2303","Ksar El Boukhari"
"2304","Ksar Ettir"
"2305","Kubbar"
"2306","Kuciste"
"2307","Kudu"
"2308","Kuiseb"
"2309","Kukawa"
"2310","Kula"
"2311","Kumasi"
"2312","Kuo Chang"
"2313","Kuo Chia"
"2314","Kuo Hsiung"
"2315","Kuo Kwang"
"2316","Kuo Lung"
"2317","Kuo Wei"
"2318","Kupres"
"2319","Kurama"
"2320","Kurobe"
"2321","Kutai"
"2322","Kutina"
"2323","Kuzma Minin"
